timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1689819600000.0,1897.59,1897.6,1896.8,1897.2,83.349,158120.38455,119.0,45.074,85506.82626
1689819900000.0,1897.19,1899.0,1897.19,1897.61,460.104,873552.09808,403.0,308.934,586530.32004
1689820200000.0,1897.61,1898.88,1897.61,1898.79,216.722,411377.60984,324.0,120.556,228834.47284
1689820500000.0,1898.78,1898.79,1896.44,1897.18,205.048,389083.09861,349.0,50.042,94921.65188
1689820800000.0,1897.18,1897.19,1895.47,1896.4,507.571,962435.28496,398.0,159.988,303312.94915
1689821100000.0,1896.39,1897.23,1896.39,1897.17,161.211,305797.38982,244.0,91.624,173798.24116
1689821400000.0,1897.17,1898.58,1897.17,1897.23,230.619,437683.27623,313.0,94.715,179738.919
1689821700000.0,1897.23,1897.23,1895.93,1896.7,192.205,364536.18625,227.0,127.7,242186.01633
1689822000000.0,1896.7,1897.18,1895.87,1897.18,226.593,429732.16732,298.0,103.326,195948.33258
1689822300000.0,1897.19,1897.6,1895.71,1896.29,346.124,656423.22982,437.0,99.991,189611.38656
1689822600000.0,1896.29,1896.3,1895.69,1896.16,84.405,160016.87434,116.0,38.528,73044.14837
1689822900000.0,1896.16,1896.7,1895.6,1895.68,200.903,380924.59671,246.0,128.498,243618.04701
1689823200000.0,1895.68,1896.0,1895.2,1895.2,195.798,371199.23158,299.0,86.563,164109.02483
1689823500000.0,1895.2,1895.2,1893.0,1893.13,537.082,1017107.61721,598.0,202.231,382928.8929
1689823800000.0,1893.13,1893.8,1892.05,1893.71,706.466,1337405.63052,660.0,500.119,946757.32311
1689824100000.0,1893.72,1893.84,1893.72,1893.74,134.69,255074.19604,196.0,52.007,98487.80302
1689824400000.0,1893.74,1893.75,1892.44,1893.4,354.4,670891.97618,297.0,156.316,295881.15365
1689824700000.0,1893.4,1894.0,1893.1,1893.81,137.018,259461.03193,166.0,102.777,194612.4976
1689825000000.0,1893.8,1893.81,1892.09,1893.29,279.504,528987.05362,309.0,110.184,208516.20446
1689825300000.0,1893.29,1894.39,1893.29,1893.74,186.121,352515.27223,281.0,85.901,162673.9218
1689825600000.0,1893.75,1895.63,1893.75,1895.0,519.056,983577.97525,398.0,325.874,617425.90306
1689825900000.0,1895.0,1896.75,1895.0,1896.74,700.865,1328658.90965,545.0,471.661,894150.75074
1689826200000.0,1896.74,1896.83,1895.9,1895.9,375.211,711614.36931,259.0,56.184,106556.77727
1689826500000.0,1895.9,1896.74,1895.9,1896.34,60.597,114927.20574,123.0,28.335,53736.32401
1689826800000.0,1896.27,1896.27,1894.2,1894.2,163.029,308992.31501,317.0,35.44,67168.9892
1689827100000.0,1894.2,1894.2,1892.87,1893.35,221.182,418791.34901,288.0,41.811,79153.04666
1689827400000.0,1893.35,1894.19,1893.3,1894.19,103.721,196418.3732,161.0,98.461,186457.60864
1689827700000.0,1894.19,1894.65,1894.0,1894.65,117.868,223283.95787,247.0,29.014,54961.48074
1689828000000.0,1894.65,1896.05,1894.65,1895.86,163.809,310502.82305,306.0,143.875,272708.4481
1689828300000.0,1895.86,1896.87,1895.86,1896.87,147.029,278833.24315,190.0,142.713,270648.58271
1689828600000.0,1896.86,1896.86,1894.28,1894.28,367.779,697251.10629,334.0,20.053,38008.64843
1689828900000.0,1894.28,1895.59,1894.28,1895.34,119.539,226512.34701,216.0,82.207,155749.51119
1689829200000.0,1895.35,1895.59,1894.65,1894.65,224.168,424866.81423,212.0,96.682,183246.50633
1689829500000.0,1894.6,1895.09,1894.4,1895.08,89.476,169520.12182,210.0,63.308,119944.9075
1689829800000.0,1895.08,1897.83,1895.08,1897.82,258.796,490853.42424,488.0,228.924,434195.25626
1689830100000.0,1897.82,1902.84,1897.82,1899.63,3248.786,6172192.82256,2273.0,1895.823,3601259.26063
1689830400000.0,1899.64,1900.99,1899.21,1900.62,801.951,1523793.37122,589.0,402.083,763941.34087
1689830700000.0,1900.61,1900.98,1899.57,1900.96,356.723,677921.86805,422.0,186.638,354667.92012
1689831000000.0,1900.97,1903.2,1900.96,1902.2,696.899,1325927.42243,788.0,358.614,682261.23857
1689831300000.0,1902.2,1904.56,1902.2,1903.01,470.797,896300.95628,748.0,232.644,442847.70618
1689831600000.0,1903.01,1907.17,1902.63,1904.99,1193.599,2273754.83689,1353.0,610.085,1162152.27473
1689831900000.0,1905.0,1905.99,1904.5,1904.65,514.786,980699.52382,523.0,214.653,408915.70454
1689832200000.0,1904.66,1908.28,1904.6,1908.27,818.078,1560000.58986,883.0,481.862,918860.28661
1689832500000.0,1908.28,1908.96,1905.61,1906.39,801.236,1528179.88126,913.0,382.242,728938.03147
1689832800000.0,1906.28,1907.36,1905.77,1907.36,572.06,1090628.46695,588.0,280.946,535604.12534
1689833100000.0,1907.36,1907.52,1905.21,1905.29,282.712,539029.13382,460.0,51.02,97291.2292
1689833400000.0,1905.29,1905.29,1903.74,1903.91,474.487,903602.21123,498.0,178.783,340448.01985
1689833700000.0,1903.91,1905.02,1903.91,1904.23,184.323,351036.76221,277.0,72.987,138993.03582
1689834000000.0,1904.22,1905.9,1903.74,1905.0,405.957,773419.90799,462.0,176.239,335697.23124
1689834300000.0,1905.0,1907.55,1904.88,1907.55,311.384,593596.91831,390.0,301.226,574237.25452
1689834600000.0,1907.54,1908.02,1906.21,1906.49,393.599,750729.75977,557.0,136.406,260168.01681
1689834900000.0,1906.49,1907.19,1905.71,1905.71,241.826,461038.70423,378.0,125.948,240104.94731
1689835200000.0,1905.71,1905.72,1904.4,1904.52,196.221,373793.53242,244.0,107.399,204573.45821
1689835500000.0,1904.52,1905.0,1903.84,1903.84,214.835,409188.15766,265.0,45.724,87086.62797
1689835800000.0,1903.8,1905.0,1903.43,1904.99,117.365,223492.48706,215.0,74.213,141330.3472
1689836100000.0,1904.99,1905.6,1904.85,1905.6,36.865,70228.19682,133.0,10.397,19806.76298
1689836400000.0,1905.59,1907.0,1905.59,1906.05,489.04,932424.91532,343.0,165.151,314852.09468
1689836700000.0,1906.06,1906.8,1905.15,1905.2,382.939,729926.92126,305.0,178.634,340521.08579
1689837000000.0,1905.21,1906.15,1905.21,1905.93,150.813,287415.68478,185.0,106.632,203206.58258
1689837300000.0,1905.93,1912.1,1905.93,1908.33,3495.201,6676220.31825,2214.0,2117.821,4044706.62832
1689837600000.0,1908.34,1910.0,1908.33,1909.46,482.384,920972.19777,379.0,294.819,562780.26294
1689837900000.0,1909.45,1912.37,1909.4,1912.36,1255.387,2399017.94668,1088.0,751.319,1435719.19377
1689838200000.0,1912.27,1913.41,1910.13,1911.05,931.796,1781414.43351,1077.0,415.517,794414.94097
1689838500000.0,1911.02,1911.4,1910.29,1911.29,676.925,1293464.51692,531.0,420.583,803611.36899
1689838800000.0,1911.34,1912.13,1910.47,1910.47,330.821,632337.96921,277.0,152.388,291316.19538
1689839100000.0,1910.43,1911.4,1910.43,1911.39,542.027,1035696.92571,377.0,345.775,660667.61405
1689839400000.0,1911.4,1913.86,1911.4,1912.84,491.402,940179.0988,524.0,254.52,486874.14527
1689839700000.0,1912.84,1912.85,1911.33,1912.0,446.396,853543.47063,464.0,154.786,295921.43872
1689840000000.0,1912.0,1914.0,1911.99,1913.48,624.803,1195238.31775,644.0,397.334,760065.68935
1689840300000.0,1913.48,1913.49,1910.89,1911.18,957.781,1831532.13234,829.0,272.845,521802.42955
1689840600000.0,1911.18,1912.52,1911.0,1912.51,489.983,936825.90131,311.0,393.299,752009.70956
1689840900000.0,1912.51,1912.54,1911.11,1911.11,244.006,466581.98844,261.0,47.938,91652.2659
1689841200000.0,1911.12,1912.25,1911.05,1911.54,371.289,709757.34426,319.0,192.849,368607.25317
1689841500000.0,1911.54,1913.05,1911.54,1913.05,450.911,862164.89132,317.0,396.395,757928.5164
1689841800000.0,1913.04,1913.05,1911.63,1911.7,209.582,400842.08478,304.0,50.595,96755.50985
1689842100000.0,1911.69,1914.18,1911.11,1914.17,1310.698,2507198.94612,660.0,960.367,1837227.39785
1689842400000.0,1914.17,1914.18,1913.1,1913.82,271.654,519888.70153,312.0,90.729,173617.72612
1689842700000.0,1913.82,1916.66,1913.82,1915.72,928.093,1777816.07275,1188.0,561.545,1075584.34774
1689843000000.0,1915.68,1915.68,1913.17,1913.18,765.255,1465061.36233,711.0,385.191,737424.56382
1689843300000.0,1913.17,1914.8,1912.62,1914.6,479.487,917605.88011,508.0,137.805,263706.41397
1689843600000.0,1914.61,1915.98,1912.5,1914.02,1393.025,2665867.56441,1075.0,480.597,919612.30671
1689843900000.0,1914.02,1915.93,1912.53,1914.92,2196.476,4204291.56974,1041.0,1210.708,2317196.24056
1689844200000.0,1914.82,1916.56,1914.8,1915.79,1066.073,2042508.90595,661.0,647.732,1240962.43092
1689844500000.0,1915.8,1917.18,1915.55,1916.59,321.738,616664.90373,462.0,184.428,353497.04531
1689844800000.0,1916.58,1917.32,1915.6,1917.03,349.205,669287.82778,379.0,146.93,281578.84646
1689845100000.0,1917.03,1917.03,1914.59,1914.79,462.824,886690.21737,593.0,118.655,227286.64962
1689845400000.0,1914.79,1919.48,1914.79,1918.0,1314.714,2521308.95145,1074.0,929.613,1782526.509
1689845700000.0,1918.01,1919.93,1917.81,1919.63,1311.058,2515967.93629,1363.0,679.831,1304486.05373
1689846000000.0,1919.64,1920.74,1918.91,1919.76,1381.276,2651871.13218,1209.0,804.406,1544186.56745
1689846300000.0,1919.77,1920.79,1917.32,1917.79,918.81,1763295.02527,969.0,438.428,841536.79761
1689846600000.0,1917.8,1919.2,1917.8,1919.0,843.054,1617678.88654,500.0,308.765,592404.98694
1689846900000.0,1919.01,1919.5,1917.65,1918.11,1356.051,2601977.37882,748.0,685.297,1314940.28625
1689847200000.0,1918.12,1919.19,1918.01,1918.79,616.036,1181983.40598,463.0,276.801,531060.28262
1689847500000.0,1918.8,1923.45,1918.79,1922.0,1885.749,3623944.54769,1384.0,1486.685,2856915.51873
1689847800000.0,1922.0,1926.51,1921.37,1921.8,2171.532,4177050.07057,2388.0,1431.654,2753853.44528
1689848100000.0,1921.8,1924.23,1921.22,1924.23,1124.46,2161871.88418,984.0,743.629,1429605.1756
1689848400000.0,1924.25,1925.44,1923.91,1924.66,1027.119,1976954.73348,876.0,650.396,1251822.72826
1689848700000.0,1924.67,1927.34,1924.67,1926.54,1053.774,2029876.02449,1120.0,606.067,1167415.13764
1689849000000.0,1926.52,1928.64,1924.49,1925.72,1366.84,2633405.23065,1412.0,521.18,1004061.4657
1689849300000.0,1925.75,1926.41,1925.0,1925.65,913.849,1759871.79137,773.0,581.384,1119512.12672
1689849600000.0,1925.65,1925.96,1923.07,1923.07,521.026,1002938.25369,800.0,236.982,456195.02371
1689849900000.0,1923.07,1924.6,1921.85,1922.01,965.379,1856506.20665,1073.0,473.891,911229.63527
1689850200000.0,1922.01,1923.12,1918.86,1919.84,1443.28,2772724.53152,1654.0,602.162,1156668.55332
1689850500000.0,1919.83,1920.87,1919.02,1919.67,751.775,1443371.3074,743.0,417.945,802378.1081
1689850800000.0,1919.67,1921.22,1917.92,1919.57,1357.491,2605864.39214,1349.0,654.126,1255768.01237
1689851100000.0,1919.57,1921.0,1919.05,1920.5,642.414,1233305.39312,551.0,350.811,673475.00668
1689851400000.0,1920.5,1921.28,1919.8,1919.81,422.014,810598.53996,337.0,124.255,238661.91403
1689851700000.0,1919.8,1920.28,1919.56,1920.27,373.728,717465.28256,201.0,208.735,400709.07594
1689852000000.0,1920.1,1920.78,1919.8,1919.8,300.065,576195.03518,284.0,55.812,107165.81311
1689852300000.0,1919.8,1920.39,1919.8,1920.39,300.096,576162.44472,209.0,238.732,458338.09621
1689852600000.0,1920.39,1922.0,1919.81,1920.98,904.2,1737078.13113,699.0,315.258,605577.35805
1689852900000.0,1920.92,1921.2,1920.06,1920.06,213.963,411012.06743,321.0,117.159,225054.50192
1689853200000.0,1920.0,1920.19,1918.94,1918.97,506.353,971935.09375,463.0,171.912,329948.93221
1689853500000.0,1918.97,1920.4,1918.81,1920.4,644.139,1236472.6665,458.0,513.48,985621.50004
1689853800000.0,1920.46,1921.99,1920.45,1921.72,496.148,953372.3381,431.0,242.971,466812.11618
1689854100000.0,1921.77,1921.77,1920.6,1920.69,327.909,629966.54851,348.0,146.83,282040.46037
1689854400000.0,1920.7,1922.31,1920.69,1921.73,384.123,738187.33631,433.0,171.694,329913.90293
1689854700000.0,1921.74,1922.25,1919.32,1919.32,667.892,1283002.10725,485.0,145.903,280321.64137
1689855000000.0,1919.32,1920.49,1918.83,1920.49,428.769,822966.59993,468.0,207.162,397645.43297
1689855300000.0,1920.49,1921.59,1919.1,1919.57,460.818,884788.57115,518.0,185.38,355907.81282
1689855600000.0,1919.57,1920.57,1919.34,1919.75,325.45,624834.15511,334.0,191.676,367963.02714
1689855900000.0,1919.76,1920.33,1919.2,1919.2,164.452,315756.79094,228.0,25.937,49796.60396
1689856200000.0,1919.21,1919.78,1917.0,1919.19,986.562,1892723.67612,1199.0,539.075,1034160.5872
1689856500000.0,1919.19,1920.04,1917.8,1918.73,285.278,547389.94762,595.0,97.801,187649.32324
1689856800000.0,1918.73,1918.73,1916.5,1917.64,837.357,1605650.66316,755.0,433.281,830768.00712
1689857100000.0,1917.65,1918.36,1916.5,1917.01,481.372,922912.55835,490.0,200.843,385047.09452
1689857400000.0,1917.01,1917.8,1916.6,1916.61,390.721,749077.75247,331.0,166.089,318379.47637
1689857700000.0,1916.61,1917.38,1915.6,1915.79,521.168,998815.95998,546.0,241.361,462562.33508
1689858000000.0,1915.79,1915.99,1915.38,1915.78,439.689,842337.44826,408.0,131.086,251107.16547
1689858300000.0,1915.78,1916.79,1915.54,1915.64,595.448,1140991.06393,531.0,289.347,554366.85339
1689858600000.0,1915.64,1915.96,1913.02,1913.4,649.566,1243227.33991,977.0,268.596,513963.74362
1689858900000.0,1913.4,1914.6,1912.8,1914.6,701.059,1341496.08659,653.0,457.256,874979.47988
1689859200000.0,1914.6,1916.27,1914.59,1915.82,451.878,865694.00322,425.0,286.579,548963.51064
1689859500000.0,1915.89,1918.55,1915.61,1918.01,597.852,1146154.79771,752.0,312.88,599822.1549
